"annotator_id","predicted_sexist_rate","demographic_knn_bias","bias_confidence","mean_label","label_variance","label_entropy"
"Annotator_391",0.400195286607869,0.405153153989801,0.0964069229179153,0.41025641025641,0.248313090418354,0.97663491144401
"Annotator_392",0.433471565290936,0.433471565290936,0.101992206776162,0.347826086956522,0.231884057971014,0.932111567616675
"Annotator_393",0.375050017570469,0.375050017570469,0.1243441131968,0.333333333333333,0.227642276422764,0.91829583405449
"Annotator_394",0.44714181194069,0.44714181194069,0.0969119532210997,0.382978723404255,0.241443108233117,0.960118662642292
"Annotator_395",0.474983224682926,0.466550082014283,0.0859030388663481,0.577777777777778,0.249494949494949,0.982474086838641
"Annotator_396",0.433870236523908,0.428445527116057,0.112839830217244,0.25,0.191860465116279,0.811278124459133
"Annotator_397",0.382000568143891,0.382000568143891,0.125175361588734,0.358974358974359,0.236167341430499,0.941828535447516
"Annotator_398",0.396261300529417,0.393224040138635,0.117538459672138,0.363636363636364,0.236786469344609,0.94566030460064
"Annotator_399",0.375050017570469,0.375050017570469,0.1243441131968,0.162790697674419,0.13953488372093,0.640944184787529
"Annotator_400",0.417902450399391,0.426335593068034,0.0727838389718607,0.409090909090909,0.247357293868922,0.976020648236615
"Annotator_401",0.41652270397107,0.41652270397107,0.0968437809407267,0.297872340425532,0.213691026827012,0.878674493217309
"Annotator_402",0.423473254544492,0.425422688665632,0.0902808020329002,0.434782608695652,0.251207729468599,0.987692508895803
"Annotator_403",0.398873160938081,0.398873160938081,0.122851735689277,0.363636363636364,0.236786469344609,0.94566030460064
"Annotator_404",0.378066582065439,0.385849913360368,0.0926112432041455,0.465116279069767,0.254706533776301,0.996485989886783
"Annotator_405",0.375050017570469,0.375050017570469,0.1243441131968,0.30952380952381,0.218931475029036,0.892623013385099
"Annotator_406",0.421778815719311,0.410549036267662,0.0969051769087774,0.390243902439024,0.24390243902439,0.964956766950569
"Annotator_407",0.41652270397107,0.41652270397107,0.0968437809407267,0.45,0.253846153846154,0.992774453987808
"Annotator_408",0.426072500039346,0.426072500039346,0.096992631561887,0.418604651162791,0.249169435215947,0.98079836469443
"Annotator_409",0.437861843360892,0.429393566105354,0.06266043953541,0.340425531914894,0.229417206290472,0.925225327805443
"Annotator_410",0.393662055034563,0.393873851512349,0.116602195902853,0.6,0.244897959183673,0.970950594454669
"Annotator_411",0.364653035591053,0.384226049901674,0.117037423291002,0.260869565217391,0.197101449275362,0.828055725379504
"Annotator_412",0.451647635987771,0.469601747594698,0.0736748668051785,0.3,0.214285714285714,0.881290899230693
"Annotator_413",0.430157491357874,0.423673782810371,0.108152993794713,0.441860465116279,0.252491694352159,0.990224690219868
"Annotator_414",0.426072500039346,0.426072500039346,0.096992631561887,0.804878048780488,0.160975609756098,0.712064054890548
"Annotator_415",0.374202831659328,0.373434285345953,0.117075596408597,0.36734693877551,0.237244897959184,0.948613198238581
"Annotator_416",0.445948292558236,0.46348861382173,0.110350266668177,0.476190476190476,0.255516840882695,0.998363672593813
"Annotator_417",0.354256053611637,0.372210165218564,0.095649151341064,0.365853658536585,0.23780487804878,0.947435136184031
"Annotator_418",0.39017658363428,0.395229856586213,0.0976809735854405,0.382978723404255,0.241443108233117,0.960118662642292
"Annotator_340",0.428196805775552,0.435570949304544,0.082951324499796,0.574468085106383,0.249768732654949,0.983939395163576
"Annotator_419",0.417636203642251,0.419745277741524,0.095114583171609,0.625,0.23936170212766,0.954434002924965
"Annotator_420",0.384599813638745,0.384599813638745,0.124150341803203,0.347826086956522,0.231884057971014,0.932111567616675
"Annotator_296",0.396261300529417,0.393224040138635,0.117538459672138,0.282608695652174,0.207246376811594,0.858981037042596
"Annotator_421",0.389323364869805,0.389323364869805,0.122709578682422,0.354166666666667,0.233599290780142,0.937734293986804
"Annotator_422",0.407505468419975,0.427290279208381,0.0891868282616774,0.441860465116279,0.252491694352159,0.990224690219868
"Annotator_423",0.41652270397107,0.41652270397107,0.0968437809407267,0.32,0.222040816326531,0.904381457724494
"Annotator_424",0.409199907245156,0.401416575950226,0.0922376810296262,0.326530612244898,0.224489795918367,0.911342375975842
"Annotator_425",0.402338240111219,0.402338240111219,0.101118621621392,0.355555555555556,0.234343434343434,0.938932010580795
"Annotator_426",0.417010258643527,0.396668698019531,0.107165881045578,0.681818181818182,0.221987315010571,0.902393282794979
"Annotator_427",0.399135893966783,0.399135893966783,0.0974821568294863,0.319148936170213,0.222016651248844,0.903453555206834
"Annotator_428",0.420456690049522,0.413323170128307,0.123364308254248,0.4375,0.251329787234043,0.988699408288497
"Annotator_429",0.449035775579108,0.42568578169432,0.0724622291706451,0.478260869565217,0.255072463768116,0.998635964158572
"Annotator_430",0.423473254544492,0.425422688665632,0.0902808020329002,0.5,0.25531914893617,1
"Annotator_431",0.425558282829249,0.436350047384969,0.0963352747192211,0.357142857142857,0.235191637630662,0.940285958670631
"Annotator_432",0.432605731612652,0.432605731612652,0.122364712009601,0.390243902439024,0.24390243902439,0.964956766950569
"Annotator_433",0.403641718013864,0.420296206873365,0.0740556412533189,0.25531914893617,0.194264569842738,0.819600434619601
"Annotator_434",0.423055935544376,0.4271810222048,0.122174559393066,0.363636363636364,0.236786469344609,0.94566030460064
"Annotator_435",0.484103086837277,0.48897420013799,0.051815182751856,0.638297872340426,0.235892691951896,0.944087018283779
"Annotator_436",0.409199907245156,0.401416575950226,0.0922376810296262,0.466666666666667,0.254545454545455,0.996791631981637
"Annotator_437",0.41319151408214,0.416637962238859,0.0740329335703011,0.465116279069767,0.254706533776301,0.996485989886783
"Annotator_438",0.466742256517068,0.464205865316838,0.0735701695146817,0.760869565217391,0.185990338164251,0.793591230011706
"Annotator_439",0.354256053611637,0.372210165218564,0.095649151341064,0.36734693877551,0.237244897959184,0.948613198238581
"Annotator_440",0.423055935544376,0.4271810222048,0.122174559393066,0.652173913043478,0.231884057971014,0.932111567616675
"Annotator_441",0.43339529676526,0.43339529676526,0.0954195582458558,0.4,0.245454545454545,0.970950594454669
"Annotator_442",0.507287670292355,0.50251592598667,0.047282795973174,0.333333333333333,0.227642276422764,0.91829583405449
"Annotator_443",0.385465647317029,0.38307819829996,0.101843530361279,0.477272727272727,0.255285412262156,0.998509098917632
"Annotator_444",0.433471565290936,0.433471565290936,0.101992206776162,0.386363636363636,0.242600422832981,0.962412735462992
"Annotator_445",0.372450772075615,0.372450772075615,0.125284998345623,0.32,0.222040816326531,0.904381457724494
"Annotator_446",0.386711504461142,0.389098953478211,0.117592706103563,0.549019607843137,0.252549019607843,0.993055483012197
"Annotator_447",0.43339529676526,0.43339529676526,0.0954195582458558,0.468085106382979,0.254394079555967,0.997059056903411
"Annotator_448",0.507926230204888,0.495579797353606,0.0540756035178957,0.590909090909091,0.247357293868922,0.976020648236615
"Annotator_449",0.401472406432935,0.40860592635415,0.12152923748476,0.5,0.255813953488372,1
"Annotator_450",0.398860546024271,0.397560923276844,0.116675656280412,0.191489361702128,0.158186864014801,0.704576712872594
"Annotator_451",0.387416786317578,0.405669277770119,0.100879121463727,0.551020408163265,0.252551020408163,0.992476003943082
"Annotator_452",0.417902450399391,0.426335593068034,0.0727838389718607,0.666666666666667,0.226950354609929,0.91829583405449
"Annotator_453",0.478275137120407,0.462708474530549,0.0960498784387141,0.577777777777778,0.249494949494949,0.982474086838641
"Annotator_454",0.463739056792368,0.432605731612652,0.119977372005266,0.166666666666667,0.142276422764228,0.650022421648354
"Annotator_455",0.401472406432935,0.40860592635415,0.12152923748476,0.127659574468085,0.113783533765032,0.550984443301715
"Annotator_456",0.435249982952229,0.430356349978429,0.0622851540054675,0.590909090909091,0.247357293868922,0.976020648236615
"Annotator_457",0.376327137395535,0.397318509393245,0.105846825077545,0.475,0.255769230769231,0.99819587904281
"Annotator_458",0.451647635987771,0.469601747594698,0.0736748668051785,0.465116279069767,0.254706533776301,0.996485989886783
"Annotator_459",0.41652270397107,0.41652270397107,0.0968437809407267,0.340909090909091,0.229915433403805,0.92568598698213
"Annotator_460",0.426072500039346,0.426072500039346,0.096992631561887,0.555555555555556,0.252525252525253,0.991076059838222
"Annotator_461",0.397312915857167,0.410530759172085,0.0835791726246577,0.531914893617021,0.254394079555967,0.997059056903411
"Annotator_462",0.432605731612652,0.432605731612652,0.122364712009601,0.745098039215686,0.193725490196078,0.81895550184031
"Annotator_463",0.372450772075615,0.372450772075615,0.125284998345623,0.489795918367347,0.255102040816327,0.999699542856517
"Annotator_464",0.42392176922266,0.42392176922266,0.101874977263398,0.488888888888889,0.255555555555556,0.999643749677856
"Annotator_465",0.482780961167488,0.469601747594699,0.0733508924383927,0.63265306122449,0.237244897959184,0.948613198238581
"Annotator_466",0.442945092833536,0.442945092833536,0.0953649149380326,0.477272727272727,0.255285412262156,0.998509098917632
"Annotator_467",0.384599813638745,0.384599813638745,0.124150341803203,0.431818181818182,0.251057082452431,0.986544630005564
"Annotator_468",0.432605731612652,0.432605731612652,0.122364712009601,0.52,0.25469387755102,0.998845535995202
"Annotator_469",0.389323364869805,0.389323364869805,0.122709578682422,0.553191489361702,0.25254394079556,0.991820797421842
"Annotator_470",0.46984235445175,0.498617057744389,0.0517023352370341,0.688888888888889,0.219191919191919,0.894451884534128
"Annotator_471",0.43339529676526,0.43339529676526,0.0954195582458558,0.333333333333333,0.227272727272727,0.91829583405449
"Annotator_472",0.398164365353206,0.409199907245156,0.0836327089058279,0.6,0.246153846153846,0.970950594454669
"Annotator_473",0.408685690035059,0.408685690035059,0.0974433295382909,0.574468085106383,0.249768732654949,0.983939395163576
"Annotator_474",0.430006486117798,0.422223154822868,0.123485833427504,0.707317073170732,0.21219512195122,0.87216178834117
"Annotator_475",0.375050017570469,0.375050017570469,0.1243441131968,0.6,0.245454545454545,0.970950594454669
"Annotator_476",0.432175797698727,0.42742972679458,0.0784993444216517,0.346153846153846,0.230769230769231,0.930586129131993
"Annotator_477",0.43339529676526,0.43339529676526,0.0954195582458558,0.595744680851064,0.246068455134135,0.973385435229956
"Annotator_27",0.429993871203988,0.405994065945487,0.114972443814568,0.534883720930233,0.254706533776301,0.996485989886783
"Annotator_478",0.410592268587286,0.418375599882215,0.0781600533521103,0.319148936170213,0.222016651248844,0.903453555206834
"Annotator_479",0.433471565290936,0.433471565290936,0.101992206776162,0.446808510638298,0.25254394079556,0.991820797421842
"Annotator_480",0.430326839905032,0.450668400529028,0.0535415899891318,0.673469387755102,0.224489795918367,0.911342375975842
"Annotator_481",0.386711504461142,0.389098953478211,0.117592706103563,0.727272727272727,0.202959830866808,0.845350936622436
"Annotator_482",0.43339529676526,0.43339529676526,0.0954195582458558,0.386363636363636,0.242600422832981,0.962412735462992
"Annotator_483",0.442945092833536,0.442945092833536,0.0953649149380326,0.5,0.25531914893617,1
"Annotator_484",0.384599813638745,0.384599813638745,0.124150341803203,0.239130434782609,0.185990338164251,0.793591230011706
"Annotator_485",0.461197432056047,0.456422534021909,0.0736459073974846,0.333333333333333,0.227272727272727,0.91829583405449
"Annotator_486",0.375915851248753,0.38847408057782,0.101746640162664,0.318181818181818,0.221987315010571,0.902393282794979
"Annotator_487",0.389310749955996,0.391048387599352,0.11671648363999,0.387755102040816,0.24234693877551,0.963335545672684
"Annotator_488",0.43339529676526,0.43339529676526,0.0954195582458558,0.543478260869565,0.253623188405797,0.994538681650011
"Annotator_489",0.434270677025316,0.4229286408043,0.08325258368259,0.354166666666667,0.233599290780142,0.937734293986804
"Annotator_490",0.398873160938081,0.398873160938081,0.122851735689277,0.468085106382979,0.254394079555967,0.997059056903411
"Annotator_491",0.416598972496745,0.408815641201816,0.102578191941552,0.30952380952381,0.218931475029036,0.892623013385099
"Annotator_492",0.355578179281425,0.378928173166213,0.116694170893287,0.117647058823529,0.105882352941176,0.522559374536941
"Annotator_493",0.420501695894245,0.42568578169432,0.0690639161414203,0.403846153846154,0.245475113122172,0.973156035442109
"Annotator_494",0.41652270397107,0.41652270397107,0.0968437809407267,0.340425531914894,0.229417206290472,0.925225327805443
"Annotator_495",0.455941320307806,0.426954820537382,0.11821908605853,0.382978723404255,0.241443108233117,0.960118662642292
"Annotator_496",0.393090217065934,0.399760048689683,0.114450171237726,0.166666666666667,0.141843971631206,0.650022421648354
"Annotator_497",0.430006486117798,0.422223154822868,0.123485833427504,0.411764705882353,0.247058823529412,0.977417817528172
"Annotator_498",0.375050017570469,0.375050017570469,0.1243441131968,0.217391304347826,0.173913043478261,0.755375412561429
"Annotator_499",0.44714181194069,0.44714181194069,0.0969119532210997,0.574468085106383,0.249768732654949,0.983939395163576
"Annotator_500",0.478275137120407,0.462708474530549,0.0960498784387141,0.452380952380952,0.253774680603949,0.993447238380203
"Annotator_501",0.434508796436441,0.430290648237893,0.0968243474575684,0.297872340425532,0.213691026827012,0.878674493217309
